sku,slug,handle,common,group,family,origin,care,temperament,swim,tank,adult,tempC,ph,hard,diet,social,life,psize,desc,tips,aqa_staple,aqa_treat,feeding_note,hub_url,care_url,shop_url,title
RA-FSH-0411,brown-hillstream-pseudolaguvia-muricata,brown-hillstream-pseudolaguvia-muricata,Brown Hillstream / Pseudolaguvia muricata,Hillstream Loach,Balitoridae,Asia (fast rivers),Intermediate,Peaceful,Bottom,75-115 L,2-3 in (5-8 cm),20-24°C,7.0-8.0,Medium-Hard (8-15 dGH),Herbivore (aufwuchs),Groups,8-10 years,,"Brown Hillstream / Pseudolaguvia muricata is a river specialist adapted to cool, fast, oxygen-rich water. It grazes biofilm from smooth stones and needs strong flow — not a standard warm community fish.","Provide strong flow and high oxygen — a river-manifold or powerhead setup. | Keep cooler than typical tropicals (20-24°C); avoid warm, still water. | Grazes biofilm/algae off smooth rocks; supplement with veg and biofilm.",aqa-micro-pellet-economy,,Mainly grazes biofilm/algae — supplement with vegetable matter.,https://care.best4pets.in/fish/brown-hillstream-pseudolaguvia-muricata,https://care.best4pets.in/fish/brown-hillstream-pseudolaguvia-muricata/care/,https://best4pets.in/products/brown-hillstream-pseudolaguvia-muricata,Brown Hillstream  / Pseudolaguvia muricata
RA-FSH-0412,swamp-eel,swamp-eel,Swamp eel,Oddball/Predator,Various,Varies,Intermediate-Advanced,Aggressive,All levels,280-1140+ L (species-dependent),6-48 in — varies hugely by species,24-28°C,6.5-7.5,Soft-Medium (5-15 dGH),Carnivore,Solitary or species-dependent,10-20 years,12 in,"Swamp eel is a specialist 'oddball' predator (such as bichirs, arowana, gar, knifefish or eels). Most grow large and hunt, so the exact species dictates tank size and tankmates.","Use a tight, weighted lid — most oddball predators jump or climb. | Predatory: never house with fish small enough to be swallowed. | Research the exact species — many outgrow standard aquariums dramatically.",aqa-brineshrimp-flakes,,Predatory — feed meaty foods sized to the fish; large species need large prey items.,https://care.best4pets.in/fish/swamp-eel,https://care.best4pets.in/fish/swamp-eel/care/,https://best4pets.in/products/swamp-eel,"Swamp eel 12"""
RA-FSH-0413,african-butterfly-fish,african-butterfly-fish,African Butterfly Fish,Oddball/Predator,Various,Varies,Intermediate-Advanced,Aggressive,All levels,280-1140+ L (species-dependent),6-48 in — varies hugely by species,24-28°C,6.5-7.5,Soft-Medium (5-15 dGH),Carnivore,Solitary or species-dependent,10-20 years,,"African Butterfly Fish is a specialist 'oddball' predator (such as bichirs, arowana, gar, knifefish or eels). Most grow large and hunt, so the exact species dictates tank size and tankmates.","Use a tight, weighted lid — most oddball predators jump or climb. | Predatory: never house with fish small enough to be swallowed. | Research the exact species — many outgrow standard aquariums dramatically.",aqa-brineshrimp-flakes,,Predatory — feed meaty foods sized to the fish; large species need large prey items.,https://care.best4pets.in/fish/african-butterfly-fish,https://care.best4pets.in/fish/african-butterfly-fish/care/,https://best4pets.in/products/african-butterfly-fish,African Butterfly Fish
RA-FSH-0414,red-empress-cichlid,red-empress-cichlid-4inch,Red Empress Cichlid,African Rift Cichlid (Malawi),Cichlidae,"Lake Malawi, East Africa",Intermediate,Aggressive,All levels,200 L,4-6 in (10-15 cm),24-28°C,7.8-8.6,Hard / Alkaline (10-20 dGH),Omnivore,Groups (species-appropriate),8-10 years,3.5-4 in,"Red Empress Cichlid is a colourful, boldly territorial Lake Malawi cichlid. It needs hard, alkaline water and a rocky, cave-filled aquascape, with stocking planned to spread aggression.","Hard, alkaline water is essential — not for soft-water community tanks. | Build rockwork with many caves; keep them appropriately stocked to diffuse aggression. | Mbuna need veg-based food (avoid excess protein → Malawi bloat); peacocks/haps take more protein.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Mbuna are veg-leaning — keep protein moderate to avoid bloat.,https://care.best4pets.in/fish/red-empress-cichlid,https://care.best4pets.in/fish/red-empress-cichlid/care/,https://best4pets.in/products/red-empress-cichlid-4inch,"Red Empress Cichlid 3.5-4"""
RA-FSH-0415,metal-blue-lace-guppy,metal-blue-lace-guppy-pair,Metal Blue Lace Guppy,Guppy/Endler,Poeciliidae,Central/South America (livebearer),Beginner,Peaceful,Top-Middle,40-75 L,1-2.5 in (2.5-6 cm),22-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Groups (more females than males),2-3 years,,"Metal Blue Lace Guppy is a colourful, hardy livebearer and one of the easiest fish in the hobby. It breeds readily and thrives in harder, alkaline water.","Prefers harder, alkaline water — avoid soft, acidic setups. | Keep 2-3 females per male to reduce harassment of females. | Breeds prolifically; provide plant cover for fry or expect a growing colony.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/metal-blue-lace-guppy,https://care.best4pets.in/fish/metal-blue-lace-guppy/care/,https://best4pets.in/products/metal-blue-lace-guppy-pair,Metal Blue Lace Guppy (Pair)
RA-FSH-0416,pictus-catfish,pictus-catfish-3inch,Pictus Catfish,Catfish (other),Siluriformes,Varies,Intermediate,Peaceful (with care),Bottom,150-475 L (species-dependent),3-24 in — varies by species,22-28°C,6.0-7.8,Soft-Medium (5-15 dGH),Omnivore/Carnivore,Species-dependent,8-15 years,3 in,"Pictus Catfish is a catfish whose needs depend heavily on species. Many are nocturnal and appreciate caves; some (e.g. Synodontis) stay moderate while others (shovelnose, redtail) grow very large.",Provide caves and shaded retreats — many catfish are nocturnal. | Confirm the species' adult size before buying; some grow far too large for home tanks. | Feed after lights-out with sinking foods to ensure they get enough.,aqa-micro-pellet-economy,aqa-brineshrimp-flakes,Feed after lights-out; larger/predatory species need meaty foods.,https://care.best4pets.in/fish/pictus-catfish,https://care.best4pets.in/fish/pictus-catfish/care/,https://best4pets.in/products/pictus-catfish-3inch,Pictus Catfish 3inch
RA-FSH-0417,green-rasbora,green-rasbora,Green Rasbora,Rasbora,Cyprinidae,Southeast Asia,Beginner,Peaceful,Middle,40-75 L,0.75-2 in (2-5 cm),23-27°C,5.5-7.0,Soft-Medium (2-12 dGH),Omnivore,Shoal of 8 or more,3-5 years,,Green Rasbora is a peaceful nano cyprinid that shoals tightly and suits planted and nano aquascapes. Its small size and calm nature make it a community favourite.,"Keep 8+ together for a confident, colourful shoal. | Soft, slightly acidic water and planted cover bring out the best colour. | Feed small foods — micro-pellets, crushed flake and frozen daphnia/cyclops.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/green-rasbora,https://care.best4pets.in/fish/green-rasbora/care/,https://best4pets.in/products/green-rasbora,Green Rasbora (Pair)
RA-FSH-0418,pacific-blue-eye-rainbow,pacific-blue-eye-rainbow,Pacific Blue Eye Rainbow,Rainbowfish,Melanotaeniidae,Australia / New Guinea,Beginner-Intermediate,Peaceful,Middle-Top,115 L,2-5 in (5-13 cm),23-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Shoal of 6 or more,5-8 years,,"Pacific Blue Eye Rainbow is an active, peaceful schooling fish whose colours intensify with age and in a group. It prefers neutral-to-hard water and plenty of open swimming space.","Keep 6+ — colour and confidence build in a shoal (and with mature males). | Neutral to slightly alkaline, harder water suits them well. | Give long open swimming lanes; they're fast, active swimmers.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/pacific-blue-eye-rainbow,https://care.best4pets.in/fish/pacific-blue-eye-rainbow/care/,https://best4pets.in/products/pacific-blue-eye-rainbow,Pacific Blue Eye Rainbow (Pair)
RA-FSH-0419,forktail-rainbow,forktail-rainbow,Forktail Rainbow,Rainbowfish,Melanotaeniidae,Australia / New Guinea,Beginner-Intermediate,Peaceful,Middle-Top,115 L,2-5 in (5-13 cm),23-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Shoal of 6 or more,5-8 years,,"Forktail Rainbow is an active, peaceful schooling fish whose colours intensify with age and in a group. It prefers neutral-to-hard water and plenty of open swimming space.","Keep 6+ — colour and confidence build in a shoal (and with mature males). | Neutral to slightly alkaline, harder water suits them well. | Give long open swimming lanes; they're fast, active swimmers.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/forktail-rainbow,https://care.best4pets.in/fish/forktail-rainbow/care/,https://best4pets.in/products/forktail-rainbow,Forktail Rainbow (Pair)
RA-FSH-0420,tailbar-vieja,tailbar-vieja,Tailbar Vieja,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-16 in — varies by species,23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,,"Tailbar Vieja is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/tailbar-vieja,https://care.best4pets.in/fish/tailbar-vieja/care/,https://best4pets.in/products/tailbar-vieja,Tailbar Vieja
RA-FSH-0421,vieja-argentea,vieja-argentea,Vieja argentea,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-16 in — varies by species,23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,2 in,"Vieja argentea is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/vieja-argentea,https://care.best4pets.in/fish/vieja-argentea/care/,https://best4pets.in/products/vieja-argentea,"Vieja argentea 2"""
RA-FSH-0422,marble-vieja,marble-vieja,Marble Vieja,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-16 in — varies by species,23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,,"Marble Vieja is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/marble-vieja,https://care.best4pets.in/fish/marble-vieja/care/,https://best4pets.in/products/marble-vieja,Marble Vieja
RA-FSH-0423,king-tiger-pleco-l333,king-tiger-pleeco-l333-1inch,"King Tiger Pleco, L333",Pleco (L-number/Bristlenose),Loricariidae,South America,Advanced,Peaceful (with care),Bottom,115 L,3-4 in (8-10 cm),24-28°C,6.0-7.5,Soft-Medium (2-15 dGH),Carnivore,Solitary (can be territorial),10-15 years,2.5 in,"King Tiger Pleco, L333 is a loricariid catfish. Sizes range from a 12 cm bristlenose to an 45 cm+ common pleco, so confirm the species. Most graze biofilm and need driftwood and sinking foods.","Provide driftwood — many species rasp on wood as part of their diet. | Don't rely on tank algae alone; offer sinking wafers and vegetables (Hypancistrus are carnivores). | Confirm adult size before buying — bristlenose stay ~12 cm, common/sailfin plecos exceed 40 cm.",aqa-micro-pellet-economy,,"Supplement with algae wafers, vegetables and driftwood (Hypancistrus need meaty food).",https://care.best4pets.in/fish/king-tiger-pleco-l333,https://care.best4pets.in/fish/king-tiger-pleco-l333/care/,https://best4pets.in/products/king-tiger-pleeco-l333-1inch,"King Tiger Pleco, L333, 2.5inch"
RA-FSH-0424,texas-cichlid-2,texas-cichlid-4,Texas Cichlid,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,280 L,8-12 in (20-30 cm),23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,4 in,"Texas Cichlid is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/texas-cichlid-2,https://care.best4pets.in/fish/texas-cichlid-2/care/,https://best4pets.in/products/texas-cichlid-4,Texas Cichlid 4inch
RA-FSH-0425,yellow-cobra-guppy,yellow-cobra-guppy-pair,Yellow Cobra Guppy,Guppy/Endler,Poeciliidae,Central/South America (livebearer),Beginner,Peaceful,Top-Middle,40-75 L,1-2.5 in (2.5-6 cm),22-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Groups (more females than males),2-3 years,,"Yellow Cobra Guppy is a colourful, hardy livebearer and one of the easiest fish in the hobby. It breeds readily and thrives in harder, alkaline water.","Prefers harder, alkaline water — avoid soft, acidic setups. | Keep 2-3 females per male to reduce harassment of females. | Breeds prolifically; provide plant cover for fry or expect a growing colony.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/yellow-cobra-guppy,https://care.best4pets.in/fish/yellow-cobra-guppy/care/,https://best4pets.in/products/yellow-cobra-guppy-pair,Yellow Cobra Guppy (Pair)
RA-FSH-0426,mix-discus,mix-discus-4inch,Mix Discus,Discus,Cichlidae,"Amazon, South America",Advanced,Peaceful,Middle,200+ L (group),6-8 in (15-20 cm),28-31°C,5.5-7.0,Soft (1-8 dGH),Omnivore/Carnivore,Groups of 6+,10-15 years,3.5 in,"Mix Discus is the 'king of the aquarium' — a stunning but demanding cichlid needing very warm, soft, pristine water and a group for security. Best for experienced keepers.","Keep very warm (28-31°C) — warmer than most community fish. | Soft, acidic, spotless water with frequent large water changes. | Keep 6+ to reduce bullying; feed high-quality varied foods often.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Feed several small meals of high-protein food daily.,https://care.best4pets.in/fish/mix-discus,https://care.best4pets.in/fish/mix-discus/care/,https://best4pets.in/products/mix-discus-4inch,Mix Discus 3.5 inch
RA-FSH-0427,green-fire-tetra,green-fire-tetra,Green Fire Tetra,Tetra/Characin,Characidae,South America,Beginner,Peaceful,Middle,75 L,1.5-2.5 in (4-6 cm),22-27°C,5.5-7.5,Soft-Medium (2-15 dGH),Omnivore,Shoal of 6 or more,3-5 years,,"Green Fire Tetra is a small, active schooling characin that shows its best colour and behaviour in a group. Peaceful and undemanding, it's ideal for planted community aquariums.","Keep in a shoal of at least 6 — lone specimens are shy and washed-out. | Offer a varied diet of quality micro-pellets, flakes and frozen foods. | Best in a planted tank with open swimming space and gentle flow.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/green-fire-tetra,https://care.best4pets.in/fish/green-fire-tetra/care/,https://best4pets.in/products/green-fire-tetra,Green Fire Tetra (Pair)
RA-FSH-0428,albino-red-oscar,imported-oscar-3,Albino Red Oscar,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate,Aggressive,All levels,280 L,12-14 in (30-36 cm),23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,3 in,"Albino Red Oscar is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/albino-red-oscar,https://care.best4pets.in/fish/albino-red-oscar/care/,https://best4pets.in/products/imported-oscar-3,Imported Albino Red Oscar 3inch
RA-FSH-0429,purple-spotted-goby,purple-spotted-goby,Purple Spotted Goby,Goby,Gobiidae,Varies,Intermediate,Peaceful (with care),Bottom,40-75 L,1-3 in (2.5-8 cm),22-26°C,7.0-8.0,Medium-Hard (8-15 dGH),Carnivore,Pairs or single,3-5 years,,"Purple Spotted Goby is a small bottom goby, often territorial over a favourite cave. Some are strictly freshwater grazers while others (e.g. bumblebee gobies) prefer brackish water — check the species.",Confirm freshwater vs. brackish needs for the exact species. | Offer small live/frozen foods; many ignore dry flake. | Provide caves/territories — gobies defend a small patch.,aqa-brineshrimp-flakes,,Offer small live/frozen foods; many ignore flake.,https://care.best4pets.in/fish/purple-spotted-goby,https://care.best4pets.in/fish/purple-spotted-goby/care/,https://best4pets.in/products/purple-spotted-goby,Purple Spotted Goby
RA-FSH-0430,cyprichromis-leptosoma,cyprichromis-leptosoma-1-5,Cyprichromis leptosoma,Tanganyikan Cichlid,Cichlidae,"Lake Tanganyika, East Africa",Intermediate,Territorial,All levels,115-200 L (species-dependent),2-14 in — varies by species,24-28°C,7.8-9.0,Hard / Alkaline (10-20 dGH),Carnivore/Omnivore,Colony or pair (species-dependent),8-15 years,1.5 in,"Cyprichromis leptosoma is a Lake Tanganyika cichlid needing hard, alkaline water. This group ranges from tiny shell-dwellers to large Frontosa, so check the specific species' adult size and setup.","Hard, alkaline water with the right decor — shells for shell-dwellers, rock for others. | Adult size varies enormously across this group — confirm the species before stocking. | Feed appropriately: many are micro-predators; avoid excess for the smaller species.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/cyprichromis-leptosoma,https://care.best4pets.in/fish/cyprichromis-leptosoma/care/,https://best4pets.in/products/cyprichromis-leptosoma-1-5,"Cyprichromis leptosoma 1.5"""
RA-FSH-0431,helianthus-cichlid,helianthus-cichlid-1-25,Helianthus Cichlid,Cichlid (other),Cichlidae,Varies,Intermediate,Semi-aggressive,All levels,150-200 L,4-8 in — varies by species,23-28°C,6.5-8.0,Medium (5-20 dGH),Omnivore,Species-dependent,8-12 years,1.75 in,Helianthus Cichlid is a cichlid whose exact requirements depend on its species and region. As a group these fish are territorial and appreciate structured decor and defined territories.,Confirm the species' origin (African rift vs. New World) to set the right water hardness. | Provide territory and broken sight-lines to reduce aggression. | Match tankmates to the species' adult size and temperament.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/helianthus-cichlid,https://care.best4pets.in/fish/helianthus-cichlid/care/,https://best4pets.in/products/helianthus-cichlid-1-25,"Helianthus Cichlid 1.75"""
RA-FSH-0432,demasoni-cichlid-2,demasoni-cichlid-1-75-2,Demasoni Cichlid,African Rift Cichlid (Malawi),Cichlidae,"Lake Malawi, East Africa",Intermediate,Aggressive,All levels,200 L,4-6 in (10-15 cm),24-28°C,7.8-8.6,Hard / Alkaline (10-20 dGH),Omnivore,Groups (species-appropriate),8-10 years,1.5 in,"Demasoni Cichlid is a colourful, boldly territorial Lake Malawi cichlid. It needs hard, alkaline water and a rocky, cave-filled aquascape, with stocking planned to spread aggression.","Hard, alkaline water is essential — not for soft-water community tanks. | Build rockwork with many caves; keep them appropriately stocked to diffuse aggression. | Mbuna need veg-based food (avoid excess protein → Malawi bloat); peacocks/haps take more protein.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Mbuna are veg-leaning — keep protein moderate to avoid bloat.,https://care.best4pets.in/fish/demasoni-cichlid-2,https://care.best4pets.in/fish/demasoni-cichlid-2/care/,https://best4pets.in/products/demasoni-cichlid-1-75-2,"Demasoni Cichlid 1.5"""
RA-FSH-0433,taiwan-reef-cichlid-2,taiwan-reef-cichlid,Taiwan Reef Cichlid,African Rift Cichlid (Malawi),Cichlidae,"Lake Malawi, East Africa",Intermediate,Aggressive,All levels,200 L,4-6 in (10-15 cm),24-28°C,7.8-8.6,Hard / Alkaline (10-20 dGH),Omnivore,Groups (species-appropriate),8-10 years,2.5 in,"Taiwan Reef Cichlid is a colourful, boldly territorial Lake Malawi cichlid. It needs hard, alkaline water and a rocky, cave-filled aquascape, with stocking planned to spread aggression.","Hard, alkaline water is essential — not for soft-water community tanks. | Build rockwork with many caves; keep them appropriately stocked to diffuse aggression. | Mbuna need veg-based food (avoid excess protein → Malawi bloat); peacocks/haps take more protein.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Mbuna are veg-leaning — keep protein moderate to avoid bloat.,https://care.best4pets.in/fish/taiwan-reef-cichlid-2,https://care.best4pets.in/fish/taiwan-reef-cichlid-2/care/,https://best4pets.in/products/taiwan-reef-cichlid,Taiwan Reef Cichlid 2.5inch
RA-FSH-0434,dawkinsia-arulius,dawkinsia-arulius-xl,Dawkinsia arulius,Barb,Cyprinidae,Asia,Beginner-Intermediate,Semi-aggressive,Middle,115 L,2-3 in (5-8 cm),22-26°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Shoal of 6 or more,5 years,,"Dawkinsia arulius is an active, hardy barb. Kept in good numbers it's a lively community fish, but small groups can turn nippy toward long-finned tankmates.","Keep a shoal of 6+ to spread out natural nipping behaviour. | Avoid slow, long-finned tankmates (e.g. bettas, angelfish, guppies). | Provide open swimming space for this fast, energetic fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/dawkinsia-arulius,https://care.best4pets.in/fish/dawkinsia-arulius/care/,https://best4pets.in/products/dawkinsia-arulius-xl,Dawkinsia arulius
RA-FSH-0435,checkered-barb,checkered-barb,Checkered Barb,Barb,Cyprinidae,Asia,Beginner-Intermediate,Semi-aggressive,Middle,115 L,2-3 in (5-8 cm),22-26°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Shoal of 6 or more,5 years,,"Checkered Barb is an active, hardy barb. Kept in good numbers it's a lively community fish, but small groups can turn nippy toward long-finned tankmates.","Keep a shoal of 6+ to spread out natural nipping behaviour. | Avoid slow, long-finned tankmates (e.g. bettas, angelfish, guppies). | Provide open swimming space for this fast, energetic fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/checkered-barb,https://care.best4pets.in/fish/checkered-barb/care/,https://best4pets.in/products/checkered-barb,Checkered Barb (Pair)
RA-FSH-0436,red-shoulder-angelfish,red-back-angelfish,Red Shoulder Angelfish,Angelfish,Cichlidae,"Amazon, South America",Intermediate,Semi-aggressive,Middle,115 L (tall),"6 in tall, to 8 in (15-20 cm)",25-29°C,6.0-7.5,Soft-Medium (3-15 dGH),Omnivore,Pairs / small groups,8-10 years,,"Red Shoulder Angelfish is a graceful South American cichlid with a tall body that needs a deep tank. Peaceful for a cichlid, but pairs get territorial when breeding and may eat very small fish.","Use a tall tank to accommodate the fins and body shape. | May eat very small fish (e.g. neon tetras) — choose tankmates by size. | Warm, soft-to-neutral water; pairs become territorial when spawning.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/red-shoulder-angelfish,https://care.best4pets.in/fish/red-shoulder-angelfish/care/,https://best4pets.in/products/red-back-angelfish,Red Shoulder Angelfish XL (Pair)
RA-FSH-0437,leopard-gourami,leopard-gourami,Leopard Gourami,Gourami/Anabantid,Osphronemidae,Southeast Asia,Beginner-Intermediate,Peaceful (with care),Top-Middle,75-115 L,2-6 in (5-15 cm),23-28°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Pairs or single,3-5 years,1 in,"Leopard Gourami is a labyrinth fish that gulps air at the surface and appreciates calm water. Generally peaceful, though males can be territorial with their own kind.","Keep calm water with surface access for air-breathing. | Avoid keeping multiple males in a small tank — they turn territorial. | Provide floating plants and gentle flow for a secure, settled fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/leopard-gourami,https://care.best4pets.in/fish/leopard-gourami/care/,https://best4pets.in/products/leopard-gourami,"Leopard Gourami 1"""
RA-FSH-0438,blue-rainbow-2,blue-rainbow,Blue Rainbow,Rainbowfish,Melanotaeniidae,Australia / New Guinea,Beginner-Intermediate,Peaceful,Middle-Top,115 L,2-5 in (5-13 cm),23-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Shoal of 6 or more,5-8 years,,"Blue Rainbow is an active, peaceful schooling fish whose colours intensify with age and in a group. It prefers neutral-to-hard water and plenty of open swimming space.","Keep 6+ — colour and confidence build in a shoal (and with mature males). | Neutral to slightly alkaline, harder water suits them well. | Give long open swimming lanes; they're fast, active swimmers.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/blue-rainbow-2,https://care.best4pets.in/fish/blue-rainbow-2/care/,https://best4pets.in/products/blue-rainbow,Blue Rainbow (Pair)
RA-FSH-0439,indian-frogeye-goby,indian-frogeye-goby-4-5,Indian Frogeye Goby,Goby,Gobiidae,Varies,Intermediate,Peaceful (with care),Bottom,40-75 L,1-3 in (2.5-8 cm),22-26°C,7.0-8.0,Medium-Hard (8-15 dGH),Carnivore,Pairs or single,3-5 years,4 in,"Indian Frogeye Goby is a small bottom goby, often territorial over a favourite cave. Some are strictly freshwater grazers while others (e.g. bumblebee gobies) prefer brackish water — check the species.",Confirm freshwater vs. brackish needs for the exact species. | Offer small live/frozen foods; many ignore dry flake. | Provide caves/territories — gobies defend a small patch.,aqa-brineshrimp-flakes,,Offer small live/frozen foods; many ignore flake.,https://care.best4pets.in/fish/indian-frogeye-goby,https://care.best4pets.in/fish/indian-frogeye-goby/care/,https://best4pets.in/products/indian-frogeye-goby-4-5,"Indian Frogeye Goby 4""-5"""
RA-FSH-0440,veil-tail-black-bristlenose,veil-tail-black-bristlenose,Veil Tail Black Bristlenose,Goldfish,Cyprinidae (coldwater),Selectively bred (China),Beginner-Intermediate,Peaceful,All levels,115 L,4-5 in (10-13 cm),18-24°C,7.0-8.4,Medium-Hard (8-20 dGH),Omnivore,Groups,10-15+ years,1.25 in,"Veil Tail Black Bristlenose is a hardy coldwater fish that needs no heater but produces a heavy bioload, so strong filtration and space are essential. A long-lived, personable pet.",Coldwater fish — no heater needed; keep below ~24°C. | Big bioload: over-filter and do generous water changes. | Feed sinking foods to fancy types to reduce swim-bladder/buoyancy issues.,aqa-micro-pellet-economy,,Feed a sinking staple plus vegetable matter; avoid overfeeding.,https://care.best4pets.in/fish/veil-tail-black-bristlenose,https://care.best4pets.in/fish/veil-tail-black-bristlenose/care/,https://best4pets.in/products/veil-tail-black-bristlenose,Veil Tail Black Bristlenose 1.25inch
RA-FSH-0441,five-bar-cichlid,five-bar-cichlid-1-25,Five Bar Cichlid,Cichlid (other),Cichlidae,Varies,Intermediate,Semi-aggressive,All levels,150-200 L,4-8 in — varies by species,23-28°C,6.5-8.0,Medium (5-20 dGH),Omnivore,Species-dependent,8-12 years,1.25 in,Five Bar Cichlid is a cichlid whose exact requirements depend on its species and region. As a group these fish are territorial and appreciate structured decor and defined territories.,Confirm the species' origin (African rift vs. New World) to set the right water hardness. | Provide territory and broken sight-lines to reduce aggression. | Match tankmates to the species' adult size and temperament.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/five-bar-cichlid,https://care.best4pets.in/fish/five-bar-cichlid/care/,https://best4pets.in/products/five-bar-cichlid-1-25,"Five Bar Cichlid 1.25"""
